Familia profesional,Nivel Ciclo Formativo,Ciclo Formativo,Unidades de competencia acreditadas,Módulos profesionales convalidables
Industrias Alimentarias,CFGM,Técnico en Aceites de Oliva y Vinos,UC0030_2: Controlar el proceso de trasiego y almacenamiento de aceite de oliva en bodega.,0319 Acondicionamiento de aceites de oliva.
Industrias Alimentarias,CFGM,Técnico en Aceites de Oliva y Vinos,"UC0548_2: Controlar la materia prima y preparar las instalaciones y la maquinaria de bodega.
UC0549_2: Controlar las fermentaciones y el acabado de los vinos.
UC0550_2: Realizar vinificaciones especiales.","0318 Elaboración de vinos.
0031 Seguridad e higiene en la manipulación de alimentos."
Industrias Alimentarias,CFGM,Técnico en Aceites de Oliva y Vinos,"UC0551_2: Conducir el proceso de destilación y elaborar aguardientes y licores.
UC0314_2: Controlar el proceso de envasado y acondicionamiento de bebidas.","0320 Elaboración de otras bebidas y derivados.
0031 Seguridad e higiene en la manipulación de alimentos."
Industrias Alimentarias,CFGM,Técnico en Elaboración de Productos Alimenticios,"UC0027_2: Realizar y conducir las operaciones de recepción, almacenamiento y tratamientos previos de la leche, y de otras materias primas lácteas.",0030. Operaciones y control de almacén en la industria alimentaria.
Industrias Alimentarias,CFGM,Técnico en Elaboración de Productos Alimenticios,"UC2568_2: Efectuar la recepción y el control de calidad de productos hortofrutícolas (frutas hortalizas, setas y legumbres) y materias auxiliares.
UC2569_2: Efectuar el almacenamiento de productos hortofrutícolas frescos (frutas, hortalizas, setas y legumbres), y expedición de otros productos vegetales.","0030. Operaciones y control de almacén en la industria alimentaria.
0141. Materias primas en la industria alimentaria."
Industrias Alimentarias,CFGM,Técnico en Elaboración de Productos Alimenticios,"UC0295_2: Efectuar la recepción, el control de calidad, el almacenamiento y expedición de las materias cárnicas, primas y auxiliares.","0030. Operaciones y control de almacén en la industria alimentaria.
0141. Materias primas en la industria alimentaria."
Industrias Alimentarias,CFGM,Técnico en Elaboración de Productos Alimenticios,"UC0302_2: Conducir y controlar las operaciones de elaboración de leches de consumo, evaporadas, en polvo, condensadas y de nata, mantequilla, helados y similares.
UC0304_2: Conducir y controlar las operaciones de envasado y acondicionamiento de productos lácteos.","0142. Operaciones de acondicionado de materias primas.
0144. Procesado de productos alimenticios.
0031. Seguridad e higiene en la manipulación de alimentos."
Industrias Alimentarias,CFGM,Técnico en Elaboración de Productos Alimenticios,"UC2584_2: Conducir la aplicación de los tratamientos finales de conservas vegetales, zumos y platos cocinados.","0143. Tratamientos de transformación y conservación.
0144. Procesado de productos alimenticios.
0031. Seguridad e higiene en la manipulación de alimentos."
Industrias Alimentarias,CFGM,Técnico en Elaboración de Productos Alimenticios,"UC0298_2: Elaborar derivados cárnicos a nivel industrial.
UC0318_2: Obtener productos de la pesca y de la acuicultura en conserva, semiconservas y salazones.
UC0319_2: Obtener productos de la pesca y de la acuicultura: masas, pastas, congelados y platos cocinados o precocinados.","0143. Tratamientos de transformación y conservación.
0144. Procesado de productos alimenticios.
0031. Seguridad e higiene en la manipulación de alimentos."
Industrias Alimentarias,CFGM,Técnico en Elaboración de Productos Alimenticios,"UC0303_2: Conducir y controlar las operaciones de elaboración de postres lácteos, yogures y leches fermentadas.
UC0304_2: Conducir y controlar las operaciones de envasado y acondicionamiento de productos lácteos.","0143. Tratamientos de transformación y conservación.
0144. Procesado de productos alimenticios.
0031. Seguridad e higiene en la manipulación de alimentos."
Industrias Alimentarias,CFGM,Técnico en Elaboración de Productos Alimenticios,"UC0302_2: Conducir y controlar las operaciones de elaboración de leches de consumo, evaporadas, en polvo, condensadas y de nata, mantequilla, helados y similares.
UC0303_2: Conducir y controlar las operaciones de elaboración de postres lácteos, yogures y leches fermentadas.
UC0318_2: Obtener productos de la pesca y de la acuicultura en conserva, semiconservas y salazones.",0031. Seguridad e higiene en la manipulación de alimentos.
Industrias Alimentarias,CFGM,"Técnico en Panadería, Repostería y Confitería",UC0034_2: Realizar y/o dirigir las operaciones de elaboración de masas de panadería y bollería.,0025 Elaboraciones de panadería-bollería.
Industrias Alimentarias,CFGM,"Técnico en Panadería, Repostería y Confitería","UC0035_2: Confeccionar y/o conducir las elaboraciones complementarias, composición, decoración y envasado de los productos de panadería y bollería.",0029 Productos de obrador.
Industrias Alimentarias,CFGM,"Técnico en Panadería, Repostería y Confitería","UC0711_2: Actuar bajo normas de seguridad, higiene y protección ambiental en hostelería.",0031 Seguridad e higiene en la manipulación de alimentos.
Industrias Alimentarias,CFGM,"Técnico en Panadería, Repostería y Confitería","UC0305_2: Controlar el aprovisionamiento, el almacenamiento y la expedición de las materias primas y auxiliares y de los productos terminados y preparar los equipos y el utillaje a utilizar en los procesos de elaboración.",0030 Operaciones y control de almacén en la industria alimentaria.
Industrias Alimentarias,CFGM,"Técnico en Panadería, Repostería y Confitería","UC0306_2: Realizar y/o controlar las operaciones de elaboración de masas, pastas y productos básicos de múltiples aplicaciones para pastelería-repostería.",0026 Procesos básicos de pastelería y repostería.
Industrias Alimentarias,CFGM,"Técnico en Panadería, Repostería y Confitería","UC0307_2: Realizar y/o controlar las operaciones de elaboración de productos de confitería, chocolatería, galletería y otras elaboraciones.",0027 Elaboraciones de confitería y otras especialidades.
Industrias Alimentarias,CFGM,"Técnico en Panadería, Repostería y Confitería",UC0308_2: Realizar el acabado y decoración de los productos de pastelería y confitería.,0029 Productos de obrador.
Industrias Alimentarias,CFGM,"Técnico en Panadería, Repostería y Confitería",UC0309_2: Realizar el envasado y la presentación de los productos de pastelería y confitería.,0032 Presentación y venta de productos de panadería y pastelería.
Industrias Alimentarias,CFGM,"Técnico en Panadería, Repostería y Confitería","UC0711_2: Actuar bajo normas de seguridad, higiene y protección ambiental en hostelería.",0031 Seguridad e higiene en la manipulación de alimentos.
Industrias Alimentarias,CFGM,"Técnico en Panadería, Repostería y Confitería","UC0709_2: Definir ofertas sencillas de repostería, realizar el aprovisionamiento interno y controlar consumos.",0030 Operaciones y control de almacén en la industria alimentaria.
Industrias Alimentarias,CFGM,"Técnico en Panadería, Repostería y Confitería","UC0710_2: Elaborar y presentar productos hechos a base de masas y pastas, postres de cocina y helados.",0028 Postres en restauración.
Industrias Alimentarias,CFGM,"Técnico en Panadería, Repostería y Confitería","UC0711_2: Actuar bajo normas de seguridad, higiene y protección ambiental en hostelería.",0031 Seguridad e higiene en la manipulación de alimentos.
Industrias Alimentarias,CFGS,Técnico Superior en Procesos y Calidad en la Industria Alimentaria,"UC0556_3: Gestionar los aprovisionamientos, el almacén y las expediciones en la industria alimentaria y realizar actividades de apoyo a la comercialización.",0084 Comercialización y logística en la industria alimentaria.
Industrias Alimentarias,CFGS,Técnico Superior en Procesos y Calidad en la Industria Alimentaria,UC0557_3: Programar y gestionar la producción en la industria alimentaria.,0466 Organización de la producción alimentaria.
Industrias Alimentarias,CFGS,Técnico Superior en Procesos y Calidad en la Industria Alimentaria,UC0558_3: Cooperar en la implantación y desarrollo del plan de calidad y gestión ambiental en la industria alimentaria.,0086 Gestión de calidad y ambiental en la industria alimentaria.
Industrias Alimentarias,CFGS,Técnico Superior en Procesos y Calidad en la Industria Alimentaria,"UC0559_3: Desarrollar los procesos y determinar los procedimientos operativos para la producción de conservas y jugos vegetales.
UC0565_3: Desarrollar los procesos y determinar los procedimientos operativos para la elaboración de productos derivados de la pesca y de la acuicultura.
UC0765_3: Desarrollar los procesos y determinar los procedimientos operativos para el sacrificio, faenado y despiece de animales de abasto, así como para la elaboración de productos y preparados cárnicos.","0462 Tecnología alimentaria.
0465 Tratamientos de preparación y conservación de los alimentos.
0468 Nutrición y seguridad alimentaria."
Industrias Alimentarias,CFGS,Técnico Superior en Procesos y Calidad en la Industria Alimentaria,"UC0562_3: Desarrollar los procesos y determinar los procedimientos operativos para la producción de derivados de cereales y de dulces.
UC0571_3: Desarrollar los procesos y determinar los procedimientos operativos para la elaboración de leches de consumo y de productos lácteos.","0462 Tecnología alimentaria.
0465 Tratamientos de preparación y conservación de los alimentos.
0468 Nutrición y seguridad alimentaria."
Industrias Alimentarias,CFGS,Técnico Superior en Procesos y Calidad en la Industria Alimentaria,"UC0560_3: Controlar la fabricación de conservas y jugos vegetales y sus sistemas automáticos de producción.
UC0566_3: Controlar la elaboración de productos derivados de la pesca y de la acuicultura y sus sistemas automáticos de producción.
UC0766_3: Controlar la elaboración de productos y preparados cárnicos y sus sistemas automáticos de producción, así como el sacrificio, faenado y despiece de los animales.","0469 Procesos integrados en la industria alimentaria.
0465 Tratamientos de preparación y conservación de los alimentos.
0191 Mantenimiento electromecánico en industrias de proceso."
Industrias Alimentarias,CFGS,Técnico Superior en Procesos y Calidad en la Industria Alimentaria,"UC0563_3: Controlar la elaboración de derivados de cereales y de dulces y sus sistemas automáticos de producción.
UC0572_3: Controlar la elaboración de leches de consumo y de productos lácteos y sus sistemas automáticos de producción.","0469 Procesos integrados en la industria alimentaria.
0465 Tratamientos de preparación y conservación de los alimentos.
0191 Mantenimiento electromecánico en industrias de proceso."
Industrias Alimentarias,CFGS,Técnico Superior en Procesos y Calidad en la Industria Alimentaria,"UC0561_3: Aplicar técnicas de control analítico y sensorial del proceso de elaboración de conservas y jugos vegetales.
UC0567_3: Aplicar técnicas de control analítico y sensorial del proceso de elaboración de productos derivados de la pesca y de la acuicultura.
UC0767_3: Aplicar técnicas de control analítico y sensorial del proceso de elaboración de productos y preparados cárnicos.","0464 Análisis de alimentos.
0467 Control microbiológico y sensorial de los alimentos.
0468 Nutrición y seguridad alimentaria."
Industrias Alimentarias,CFGS,Técnico Superior en Procesos y Calidad en la Industria Alimentaria,"UC0564_3: Aplicar técnicas de control analítico y sensorial del proceso de elaboración de derivados de cereales y de dulces.
UC0573_3: Aplicar técnicas de control analítico y sensorial del proceso de elaboración de leches de consumo y de productos lácteos.","0464 Análisis de alimentos.
0467 Control microbiológico y sensorial de los alimentos.
0468 Nutrición y seguridad alimentaria."
Industrias Alimentarias,CFGS,Técnico Superior en Vitivinicultura,UC0037_3: Supervisar la producción vitícola y programar los procesos de vinificación.,"0077. Viticultura.
0078. Vinificaciones."
Industrias Alimentarias,CFGS,Técnico Superior en Vitivinicultura,"UC0038_3: Controlar la producción de vino mediante análisis organolépticos, microbiológicos y físico-químicos.","0083. Cata y cultura vitivinícola.
0081. Análisis enológico."
Industrias Alimentarias,CFGS,Técnico Superior en Vitivinicultura,UC0039_3: Coordinar y supervisar los métodos de estabilización y crianza de vinos.,"0080. Estabilización, crianza y envasado."
Industrias Alimentarias,CFGS,Técnico Superior en Vitivinicultura,UC0040_3: Programar la puesta a punto de instalaciones y maquinaria vitivinícola.,"0078. Vinificaciones.
0080. Estabilización, crianza y envasado."
Industrias Alimentarias,CFGS,Técnico Superior en Vitivinicultura,"UC0556_3: Gestionar los aprovisionamientos, el almacén y las expediciones en la industria alimentaria y realizar actividades de apoyo a la comercialización.",0084. Comercialización y logística en la industria alimentaria.
Industrias Alimentarias,CFGS,Técnico Superior en Vitivinicultura,UC0557_3: Programar y gestionar la producción en la industria alimentaria.,"0078. Vinificaciones.
0080. Estabilización, crianza y envasado."
Industrias Alimentarias,CFGS,Técnico Superior en Vitivinicultura,UC0558_3: Cooperar en la implantación y desarrollo del plan de calidad y gestión ambiental en la industria alimentaria.,0086. Gestión de calidad y ambiental en la industria alimentaria.
Industrias Alimentarias,CFGS,Técnico Superior en Vitivinicultura,"UC0768_3: Desarrollar los procesos y controlar la elaboración de destilados, mostos concentrados, vinagre y otros productos derivados.",0082. Industrias derivadas.
Industrias Alimentarias,CFGS,Técnico Superior en Vitivinicultura,UC0314_2: Controlar el proceso de envasado y acondicionamiento de bebidas.,"0080. Estabilización, crianza y envasado."
Industrias Alimentarias,CFGS,Técnico Superior en Vitivinicultura,UC0769_3: Aplicar la legislación de productos vitivinícolas y sus derivados y gestionar los libros registro.,0085. Legislación vitivinícola y seguridad alimentaria.
Industrias Extractivas,CFGS,Técnico en Excavaciones y Sondeos,UC0415_2: Realizar sondeos.,0847. Sondeos.
Industrias Extractivas,CFGS,Técnico en Excavaciones y Sondeos,"UC0416_2: Recoger testigos, tomar muestras y realizar ensayos y mediciones geotécnicas e hidrogeológicas.",0850. Trabajos geotécnicos.
Industrias Extractivas,CFGS,Técnico en Excavaciones y Sondeos,"UC0417_2: Realizar la perforación subterránea.
UC1378_2: Realizar la perforación a cielo abierto.",0881. Perforaciones.
Industrias Extractivas,CFGS,Técnico en Excavaciones y Sondeos,UC2585_2: Realizar voladuras subterráneas y a cielo abierto.,1031. Técnicas de voladuras.
Industrias Extractivas,CFGS,Técnico en Excavaciones y Sondeos,"UC0419_2: Realizar el sostenimiento con cuadros, cerchas y anclajes.
UC0420_2: Realizar proyecciones de hormigones.",1077. Sostenimiento.
Industrias Extractivas,CFGS,Técnico en Excavaciones y Sondeos,"UC0420_2: Realizar proyecciones de hormigones.
UC1379_2: Realizar la estabilización de taludes en excavaciones a cielo abierto.",1078. Estabilización de taludes.
Industrias Extractivas,CFGS,Técnico en Excavaciones y Sondeos,"UC1381_2: Realizar la excavación con minador.
UC1382_2: Realizar la excavación con la rozadora o el cepillo.",1079. Excavaciones con arranque selectivo.
Industrias Extractivas,CFGS,Técnico en Excavaciones y Sondeos,UC1383_2: Realizar la carga con pala cargadora de interior o escraper.,1080. Operaciones de carga y transporte en excavaciones.
Industrias Extractivas,CFGS,Técnico en Piedra Natural,"UC1372_2: Realizar dibujos, modelos y presupuestos de obras de artesanía en piedra natural.","0890. Modelos en obras de piedra.
0891. Comercialización de obras de piedra."
Industrias Extractivas,CFGS,Técnico en Piedra Natural,UC1373_2: Elaborar de forma artesanal obras en piedra natural.,0893. Talla y montaje de piedra natural.
Industrias Extractivas,CFGS,Técnico en Piedra Natural,"UC1374_2: Mantener y, en su caso restaurar obras en piedra natural.",0894. Restauración de piedra natural.
Industrias Extractivas,CFGS,Técnico en Piedra Natural,UC0425_2: Efectuar el arranque de bloques de piedra natural.,0892. Conocimiento y extracción de la piedra.
Industrias Extractivas,CFGS,Técnico en Piedra Natural,UC0634_2: Cortar el bloque de piedra natural.,0887. Corte de bloques.
Industrias Extractivas,CFGS,Técnico en Piedra Natural,UC0635_2: Preparar y realizar los tratamientos superficiales en la piedra natural.,0888. Tratamientos superficiales.
Industrias Extractivas,CFGS,Técnico en Piedra Natural,UC0636_2: Elaborar productos finales en piedra natural.,0889. Elaboración de piezas.
Industrias Extractivas,CFGS,Técnico en Piedra Natural,"UC1375_2: Colocar mampostería, sillería y perpiaño.",0896. Montaje de piedra natural.
Industrias Extractivas,CFGS,Técnico en Piedra Natural,UC1376_2: Colocar elementos singulares de piedra natural.,0896. Montaje de piedra natural.
Informática y Comunicaciones,CFGM,Técnico en Sistemas Microinformáticos y Redes,UC0219_2: Instalar y configurar el software base en sistemas microinformáticos.,0222. Sistemas operativos monopuesto.
Informática y Comunicaciones,CFGM,Técnico en Sistemas Microinformáticos y Redes,UC0958_2: Ejecutar procedimientos de administración y mantenimiento en el software base y de aplicación de clientes.,0222. Sistemas operativos monopuesto. 0226. Seguridad Informática.
Informática y Comunicaciones,CFGM,Técnico en Sistemas Microinformáticos y Redes,"UC0220_2: Instalar, configurar y verificar los elementos de la red local según procedimientos establecidos.",0225. Redes locales.
Informática y Comunicaciones,CFGM,Técnico en Sistemas Microinformáticos y Redes,"UC0221_2: Instalar, configurar y mantener paquetes informáticos de propósito general y aplicaciones específicas.",0223. Aplicaciones ofimáticas.
Informática y Comunicaciones,CFGM,Técnico en Sistemas Microinformáticos y Redes,UC0222_2: Facilitar al usuario la utilización de paquetes informáticos de propósito general y aplicaciones específicas.,0223. Aplicaciones ofimáticas.
Informática y Comunicaciones,CFGM,Técnico en Sistemas Microinformáticos y Redes,UC0953_2:Montar equipos microinformáticos.,0221. Montaje y mantenimiento de equipos.
Informática y Comunicaciones,CFGM,Técnico en Sistemas Microinformáticos y Redes,UC0954_2: Reparar y ampliar equipamiento microinformático.,0221. Montaje y mantenimiento de equipos.
Informática y Comunicaciones,CFGM,Técnico en Sistemas Microinformáticos y Redes,UC0957_2: Mantener y regular el subsistema físico en sistemas informáticos.,0226. Seguridad informática.
Informática y Comunicaciones,CFGM,Técnico en Sistemas Microinformáticos y Redes,"UC2688_2: Interconectar redes privadas y públicas.
UC0956_2: Realizar los procesos de conexión entre redes privadas y redes públicas.",0227. Servicios en red.
Informática y Comunicaciones,CFGM,Técnico en Sistemas Microinformáticos y Redes,UC0959_2: Mantener la seguridad de los subsistemas físicos y lógicos en sistemas informáticos.,0226. Seguridad informática.
Informática y Comunicaciones,CFGS,Técnico Superior en Administración de Sistemas Informáticos en Red,"UC0485_3: Instalar, configurar y administrar el software de base y de aplicación del sistema.",0369. Implantación de sistemas operativos.
Informática y Comunicaciones,CFGS,Técnico Superior en Administración de Sistemas Informáticos en Red,UC0484_3: Administrar los dispositivos hardware del sistema.,0371. Fundamentos de hardware.
Informática y Comunicaciones,CFGS,Técnico Superior en Administración de Sistemas Informáticos en Red,UC0223_3: Configurar y explotar sistemas informáticos.,0371. Fundamentos de hardware.
Informática y Comunicaciones,CFGS,Técnico Superior en Administración de Sistemas Informáticos en Red,UC0225_3: Configurar y gestionar la base de datos.,0372. Gestión de bases de datos.
Informática y Comunicaciones,CFGS,Técnico Superior en Administración de Sistemas Informáticos en Red,"UC0490_3: Gestionar servicios en el sistema informático.
UC0485_3: Instalar, configurar y administrar el software de base y de aplicación del sistema.",0374. Administración de sistemas operativos.
Informática y Comunicaciones,CFGS,Técnico Superior en Administración de Sistemas Informáticos en Red,"UC0495_3: Instalar, configurar y administrar el software para gestionar un entorno Web.
UC0496_3: Instalar, configurar y administrar servicios de mensajería electrónica.
UC0497_3: Instalar, configurar y administrar servicios de transferencia de archivos y multimedia.",0375. Servicios de red e Internet.
Informática y Comunicaciones,CFGS,Técnico Superior en Administración de Sistemas Informáticos en Red,"UC0493_3: Implementar, verificar y documentar aplicaciones Web en entornos Internet, intranet y extranet.",0376. Implantación de aplicaciones Web.
Informática y Comunicaciones,CFGS,Técnico Superior en Administración de Sistemas Informáticos en Red,UC0224_3: Configurar y gestionar un sistema gestor de bases de datos.,0377. Administración de sistemas gestores de bases de datos.
Informática y Comunicaciones,CFGS,Técnico Superior en Administración de Sistemas Informáticos en Red,UC0486_3: Asegurar equipos informáticos.,0378. Seguridad y alta disponibilidad.
Informática y Comunicaciones,CFGS,Técnico Superior en Desarrollo de Aplicaciones Multiplataforma,UC0223_3 Configurar y explotar sistemas informáticos.,0483.Sistemas informáticos.
Informática y Comunicaciones,CFGS,Técnico Superior en Desarrollo de Aplicaciones Multiplataforma,UC0226_3 Programar bases de datos relacionales.,0484. Bases de Datos.
Informática y Comunicaciones,CFGS,Técnico Superior en Desarrollo de Aplicaciones Multiplataforma,UC0227_3 Desarrollar componentes software en lenguajes de programación orientados a objetos.,"0486. Acceso a datos.

0485. Programación."
Informática y Comunicaciones,CFGS,Técnico Superior en Desarrollo de Aplicaciones Multiplataforma,UC0494_3 Desarrollar componentes software en lenguajes de programación estructurada.,0488. Desarrollo de interfaces.
Informática y Comunicaciones,CFGS,Técnico Superior en Desarrollo de Aplicaciones Multiplataforma,UC0964_3: Crear elementos software para la gestión del sistema y sus recursos.,0490. Programación de servicios y procesos.
Informática y Comunicaciones,CFGS,Técnico Superior en Desarrollo de Aplicaciones Multiplataforma,UC1213_3 Instalar y configurar sistemas de planificación de recursos empresariales y de gestión de relaciones con clientes.,0491.Sistemas de gestión empresarial.
Informática y Comunicaciones,CFGS,Técnico Superior en Desarrollo de Aplicaciones Web,UC0223_3 Configurar y explotar sistemas informáticos.,0483. Sistemas informáticos.
Informática y Comunicaciones,CFGS,Técnico Superior en Desarrollo de Aplicaciones Web,UC0226_3 Programar bases de datos relacionales.,0484. Bases de Datos.
Informática y Comunicaciones,CFGS,Técnico Superior en Desarrollo de Aplicaciones Web,UC0491_3 Desarrollar elementos software en el entorno cliente.,"0612. Desarrollo Web en entorno cliente.
0615. Diseño de Interfaces Web."
Informática y Comunicaciones,CFGS,Técnico Superior en Desarrollo de Aplicaciones Web,UC0492_3 Desarrollar elementos software en el entorno servidor.,0613. Desarrollo Web en entorno servidor.
Informática y Comunicaciones,CFGS,Técnico Superior en Desarrollo de Aplicaciones Web,"UC0493_3 Implementar, verificar y documentar aplicaciones web en entornos internet, intranet y extranet.",0614. Despliegue de aplicaciones Web.
Instalación y Mantenimiento,CFGM,Técnico en Instalaciones Frigoríficas y de Climatización,"UC2410_2: Desarrollar la documentación técnica para el montaje y la legalización de instalaciones frigoríficas.
UC2411_2: Montar tuberías, aislamientos, componentes y partes mecánicas de instalaciones frigoríficas.
UC2412_2: Montar los componentes eléctricos, electromecánicos, electrónicos y control de instalaciones frigoríficas.
UC2414_2: Puesta en marcha y reconversión de las instalaciones frigoríficas.",0037. Técnicas de montaje de instalaciones.
Instalación y Mantenimiento,CFGM,Técnico en Instalaciones Frigoríficas y de Climatización,"UC2413_2: Realizar operaciones de manipulación, carga, recuperación y reciclaje de fluidos refrigerantes, así como el mantenimiento de los equipos utilizados.
UC2415_2: Realizar el mantenimiento, desmantelamiento y detección de fugas de las instalaciones frigoríficas.","0037. Técnicas de montaje de instalaciones.
0038. Instalaciones eléctricas y automatismos."
Instalación y Mantenimiento,CFGM,Técnico en Instalaciones Frigoríficas y de Climatización,UC2678_2: Montar instalaciones térmicas en edificios.,0037. Técnicas de montaje de instalaciones.
Instalación y Mantenimiento,CFGM,Técnico en Instalaciones Frigoríficas y de Climatización,UC2679_2: Mantener instalaciones térmicas en edificios.,"0037. Técnicas de montaje de instalaciones.
0038. Instalaciones eléctricas y automatismos."
Instalación y Mantenimiento,CFGM,Técnico en Instalaciones Frigoríficas y de Climatización,"UC2410_2: Desarrollar la documentación técnica para el montaje y la legalización de instalaciones frigoríficas.
UC2411_2: Montar tuberías, aislamientos, componentes y partes mecánicas de instalaciones frigoríficas.
UC2412_2: Montar los componentes eléctricos, electromecánicos, electrónicos y control de instalaciones frigoríficas.
UC2414_2: Puesta en marcha y reconversión de las instalaciones frigoríficas.
UC2413_2: Realizar operaciones de manipulación, carga, recuperación y reciclaje de fluidos refrigerantes, así como el mantenimiento de los equipos utilizados.
UC2415_2: Realizar el mantenimiento, desmantelamiento y detección de fugas de las instalaciones frigoríficas.","0040. Montaje y mantenimiento de equipos de refrigeración comercial.
0041. Montaje y mantenimiento de instalaciones frigoríficas industriales."
Instalación y Mantenimiento,CFGM,Técnico en Instalaciones Frigoríficas y de Climatización,"UC2678_2: Montar instalaciones térmicas en edificios.
UC2679_2: Mantener instalaciones térmicas en edificios.","0042. Montaje y mantenimiento de instalaciones de climatización, ventilación y extracción."
Instalación y Mantenimiento,CFGM,Técnico en Instalaciones de Producción de Calor,UC2678_2: Montar instalaciones térmicas en edificios.,0037. Técnicas de montaje de instalaciones.
Instalación y Mantenimiento,CFGM,Técnico en Instalaciones de Producción de Calor,UC2679_2: Mantener instalaciones térmicas en edificios.,"0037. Técnicas de montaje de instalaciones.
0038. Instalaciones eléctricas y automatismos."
Instalación y Mantenimiento,CFGM,Técnico en Instalaciones de Producción de Calor,"UC0602_2: Montar captadores, equipos y circuitos hidráulicos de instalaciones solares térmicas.",0037. Técnicas de montaje de instalaciones.
Instalación y Mantenimiento,CFGM,Técnico en Instalaciones de Producción de Calor,UC0605_2: Mantener instalaciones solares térmicas.,"0037. Técnicas de montaje de instalaciones.
0038. Instalaciones eléctricas y automatismos."
Instalación y Mantenimiento,CFGM,Técnico en Instalaciones de Producción de Calor,"UC2678_2: Montar instalaciones térmicas en edificios.
UC2679_2: Mantener instalaciones térmicas en edificios.","0302. Montaje y mantenimiento de instalaciones caloríficas.
0310. Montaje y mantenimiento de instalaciones de agua."
Instalación y Mantenimiento,CFGM,Técnico en Instalaciones de Producción de Calor,"UC0602_2: Montar captadores, equipos y circuitos hidráulicos de instalaciones solares térmicas.
UC0605_2: Mantener instalaciones solares térmicas.",0392. Montaje y mantenimiento de instalaciones de energía solar.
Instalación y Mantenimiento,CFGM,Técnico en Instalaciones de Producción de Calor,"UC1522_2: Realizar instalaciones receptoras comunes e individuales de gas.
UC1525_2: Mantener y reparar instalaciones receptoras y aparatos de gas.",0393. Montaje y mantenimiento de instalaciones de gas y combustibles líquidos.
Instalación y Mantenimiento,CFGM,Técnico en Mantenimiento Electromecánico,UC0116_2: Montar y mantener maquinaria y equipo mecánico.,0953. Montaje y mantenimiento mecánico.
Instalación y Mantenimiento,CFGM,Técnico en Mantenimiento Electromecánico,UC0117_2: Mantener sistemas mecánicos hidráulicos y neumáticos de líneas de producción automatizadas.,0952. Automatismos neumáticos e hidráulicos.
Instalación y Mantenimiento,CFGM,Técnico en Mantenimiento Electromecánico,UC1265_2: Realizar operaciones de mecanizado y unión en procesos de montaje de bienes de equipo y maquinaria industrial.,"0949. Técnicas de fabricación.
0950. Técnicas de unión y montaje."
Instalación y Mantenimiento,CFGM,Técnico en Mantenimiento Electromecánico,"UC1978_2: Montar sistemas de automatización industrial.
UC1979_2: Mantener sistemas de automatización industrial.","0951. Electricidad y automatismos eléctricos.
0954. Montaje y mantenimiento eléctrico-electrónico."
Instalación y Mantenimiento,CFGM,Técnico en Mantenimiento Electromecánico,"UC1263_2: Montar, reparar y poner en marcha sistemas mecánicos.
UC1264_2: Montar, reparar y poner en marcha sistemas neumáticos, hidráulicos, eléctricos y electrónicos de bienes de equipo y maquinaria industrial.","0952. Automatismos neumáticos e hidráulicos.
0953. Montaje y mantenimiento mecánico.
0955. Montaje y mantenimiento de líneas automatizadas."
Instalación y Mantenimiento,CFGS,Técnico Superior en Desarrollo de Proyectos de Instalaciones Térmicas y de Fluidos,UC2750_3: Caracterizar las instalaciones térmicas.,"0121. Equipos e instalaciones térmicas.
0124. Energías renovables y eficiencia energética.
0125. Configuración de instalaciones de climatización, calefacción y ACS."
Instalación y Mantenimiento,CFGS,Técnico Superior en Desarrollo de Proyectos de Instalaciones Térmicas y de Fluidos,UC1167_3: Determinar las características de instalaciones frigoríficas.,0126. Configuración de instalaciones frigoríficas.
Instalación y Mantenimiento,CFGS,Técnico Superior en Desarrollo de Proyectos de Instalaciones Térmicas y de Fluidos,UC1278_3: Determinar las características de las redes y sistemas de distribución de fluidos.,0127. Configuración de instalaciones de fluidos.
Instalación y Mantenimiento,CFGS,Técnico Superior en Desarrollo de Proyectos de Instalaciones Térmicas y de Fluidos,"UC1161_3: Caracterizar las instalaciones eléctricas y electrónicas auxiliares de instalaciones térmicas o frigoríficas.
UC1279_3: Determinar las características de instalaciones eléctricas auxiliares de redes y sistemas de distribución de fluidos.",0120. Sistemas eléctricos y automáticos.
Instalación y Mantenimiento,CFGS,Técnico Superior en Desarrollo de Proyectos de Instalaciones Térmicas y de Fluidos,"UC1162_3: Desarrollar la documentación gráfica de instalaciones térmicas, frigoríficas y de fluidos.",0123. Representación gráfica de instalaciones.
Instalación y Mantenimiento,CFGS,Técnico Superior en Desarrollo de Proyectos de Instalaciones Térmicas y de Fluidos,"UC2751_3: Planificar el montaje y protocolos de pruebas de instalaciones térmicas.
UC1168_3: Planificar y especificar el montaje, pruebas y protocolos de las instalaciones frigoríficas.
UC1281_3: Planificar y especificar el montaje, pruebas y protocolos de redes y sistemas de distribución de fluidos.",0128. Planificación del montaje de instalaciones.
Instalación y Mantenimiento,CFGS,Técnico Superior en Mantenimiento de Instalaciones Térmicas y de Fluidos,"UC1286_3: Supervisar y controlar el montaje de redes y sistemas de distribución de fluidos.
UC1169_3: Supervisar y controlar el montaje de instalaciones térmicas.","0122. Procesos de montaje de instalaciones.
0133. Gestión del montaje, de la calidad y del mantenimiento."
